Best trial value: 0.06463124061801206
Best hyperparameters: {'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.423477080271497e-05, 'num_neurons': 146, 'l1_reg': 0.0005181947193645403, 'l2_reg': 9.731243450898303e-06}

All trial results:
Trial 0: Value=0.27558485586377646, Params={'optimizer': 'SGD', 'activation_function': 'silu', 'learning_rate': 0.0005857058549580344, 'num_neurons': 14, 'l1_reg': 5.406238592074009e-05, 'l2_reg': 0.22678087292035196}
Trial 473: Value=0.06573472145047062, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.716392271304068e-05, 'num_neurons': 178, 'l1_reg': 0.0004102159587246527, 'l2_reg': 1.5402704514839848e-05}
Trial 474: Value=0.0759290377085159, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.6992371458474066e-05, 'num_neurons': 187, 'l1_reg': 0.00016897762837661347, 'l2_reg': 1.5406460704592234e-05}
Trial 475: Value=0.0739510036106749, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.555540053281527e-05, 'num_neurons': 173, 'l1_reg': 0.0002671509703639496, 'l2_reg': 1.847475204997285e-05}
Trial 476: Value=0.08642544546091237, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 6.434082662827605e-05, 'num_neurons': 181, 'l1_reg': 0.00039862812219473045, 'l2_reg': 2.351953756953652e-05}
Trial 477: Value=0.08666053411381079, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.7911488208035e-05, 'num_neurons': 154, 'l1_reg': 0.00019340781607906545, 'l2_reg': 1.3913275799652637e-05}
Trial 478: Value=0.11352722916385782, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.044056336254395e-05, 'num_neurons': 172, 'l1_reg': 6.706410876621577e-05, 'l2_reg': 2.38572028534078e-05}
Trial 479: Value=0.07462064946399306, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.072046495573125e-05, 'num_neurons': 185, 'l1_reg': 0.0006901017921378291, 'l2_reg': 8.740006687943193e-06}
Trial 480: Value=0.06545328095998512, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.677842330894448e-05, 'num_neurons': 159, 'l1_reg': 0.00033955231936705734, 'l2_reg': 5.699335107385861e-06}
Trial 481: Value=0.12306984465882587, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 0.0007278654007306504, 'num_neurons': 161, 'l1_reg': 0.00010019909594363121, 'l2_reg': 5.4036277230731744e-06}
Trial 482: Value=0.5193922382963707, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 5.5573707841686074e-05, 'num_neurons': 171, 'l1_reg': 0.00031391165050869937, 'l2_reg': 4.844393820222359e-06}
Trial 483: Value=0.07734202798244057, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.771508206463883e-05, 'num_neurons': 155, 'l1_reg': 0.0001712319990668114, 'l2_reg': 7.65346304470158e-06}
Trial 484: Value=0.1651408652954111, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.936325801983859e-05, 'num_neurons': 184, 'l1_reg': 4.051928920338092e-07, 'l2_reg': 1.2390382301026875e-05}
Trial 485: Value=0.09272257734936072, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 6.302257027937165e-05, 'num_neurons': 152, 'l1_reg': 0.0004381216016740197, 'l2_reg': 1.594329432311914e-05}
Trial 486: Value=0.10266012828457872, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 4.432409247540618e-05, 'num_neurons': 168, 'l1_reg': 0.00024198524189305694, 'l2_reg': 5.593995135324213e-06}
Trial 487: Value=0.5767015862453317, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 7.417340072622084e-05, 'num_neurons': 193, 'l1_reg': 0.00011806099615557656, 'l2_reg': 1.0835862275060157e-05}
Trial 488: Value=0.07008277641317827, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.198541935490344e-05, 'num_neurons': 144, 'l1_reg': 0.00041105943779241644, 'l2_reg': 2.1140886814755904e-05}
Trial 489: Value=0.1005361805030857, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 3.164105067831999e-05, 'num_neurons': 148, 'l1_reg': 0.00023630251884094176, 'l2_reg': 1.997569313487193e-05}
Trial 490: Value=0.0776547061887068, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.747450636906291e-05, 'num_neurons': 142, 'l1_reg': 0.0003620176795567541, 'l2_reg': 8.890001487342792e-06}
Trial 491: Value=0.07113622496616288, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.344208161722291e-05, 'num_neurons': 134, 'l1_reg': 0.0005739733692159433, 'l2_reg': 2.6926350320610373e-05}
Trial 492: Value=0.06856518098644226, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.937985820987244e-05, 'num_neurons': 130, 'l1_reg': 0.0006758399840085323, 'l2_reg': 1.3934304283480624e-05}
Trial 493: Value=0.07972161801814809, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.638160391524713e-05, 'num_neurons': 136, 'l1_reg': 0.0011508846994205595, 'l2_reg': 3.517675712127635e-06}
Trial 494: Value=0.12001380723338755, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 5.398454442949253e-05, 'num_neurons': 132, 'l1_reg': 0.0007533739809532904, 'l2_reg': 1.245277010528786e-05}
Trial 495: Value=0.08247172045272709, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 6.475398848835478e-05, 'num_neurons': 175, 'l1_reg': 0.0005563927662368561, 'l2_reg': 6.046295975094305e-06}
Trial 496: Value=0.11363768304055138, Params={'optimizer': 'RMSprop', 'activation_function': 'tanh', 'learning_rate': 5.783275036573627e-05, 'num_neurons': 127, 'l1_reg': 0.0012369477018231412, 'l2_reg': 1.7996026180822018e-05}
Trial 497: Value=0.10880931102277995, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 7.307829736105015e-05, 'num_neurons': 161, 'l1_reg': 0.000651736625549616, 'l2_reg': 8.501384077197691e-06}
Trial 498: Value=2.146897227114225, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 4.901519898371335e-05, 'num_neurons': 172, 'l1_reg': 0.00025694538659980985, 'l2_reg': 1.3084431697744731e-05}
Trial 499: Value=0.07859664400556686, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.249639801717937e-05, 'num_neurons': 143, 'l1_reg': 0.0008869543042056457, 'l2_reg': 2.4337643287079615e-05}
Trial 500: Value=0.7889285634594544, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 6.201443592692664e-05, 'num_neurons': 188, 'l1_reg': 0.0021085122337732706, 'l2_reg': 5.3172571340472785e-06}
Trial 501: Value=0.10112990202336679, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 7.353148827903434e-05, 'num_neurons': 159, 'l1_reg': 0.00013429970311897745, 'l2_reg': 1.6553398324547546e-05}
Trial 502: Value=0.22659680936435034, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.379469808421722e-05, 'num_neurons': 134, 'l1_reg': 0.0005817254157303312, 'l2_reg': 1.8845913355715473}
Trial 503: Value=0.0680804706431715, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.675411108188611e-05, 'num_neurons': 199, 'l1_reg': 0.00032943603166821965, 'l2_reg': 1.058429316014371e-05}
Trial 504: Value=0.08129671735003453, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.824731079352367e-05, 'num_neurons': 197, 'l1_reg': 0.00016373396077682916, 'l2_reg': 8.788880836764198e-06}
Trial 505: Value=0.07110207916418057, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.350964685098028e-05, 'num_neurons': 180, 'l1_reg': 0.00026908678991079035, 'l2_reg': 4.3804184783443315e-06}
Trial 506: Value=0.07757985448402406, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.889863270233801e-05, 'num_neurons': 178, 'l1_reg': 0.0001930394139508666, 'l2_reg': 2.366453922148222e-06}
Trial 507: Value=0.08661293849736885, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.718871763833405e-05, 'num_neurons': 200, 'l1_reg': 8.672357749388316e-05, 'l2_reg': 4.580331625533149e-06}
Trial 508: Value=0.11893367731562803, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.189115984108594e-05, 'num_neurons': 181, 'l1_reg': 4.4104453060773675e-05, 'l2_reg': 3.2686925156547804e-06}
Trial 509: Value=0.06788455606830958, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.7743127650776505e-05, 'num_neurons': 170, 'l1_reg': 0.00032231022483602856, 'l2_reg': 6.56873493681102e-06}
Trial 510: Value=0.0796586451369247, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 4.5073954228453436e-05, 'num_neurons': 168, 'l1_reg': 0.000278718303153363, 'l2_reg': 4.269197427997171e-06}
Trial 511: Value=0.08852018281022615, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.844605346931329e-05, 'num_neurons': 188, 'l1_reg': 0.00011757681163927239, 'l2_reg': 5.720535362866573e-06}
Trial 512: Value=0.19838008816110522, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.962401001584838e-05, 'num_neurons': 16, 'l1_reg': 0.0002731442763616508, 'l2_reg': 6.704940719611292e-06}
Trial 513: Value=0.07835785185868023, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.992203840804281e-05, 'num_neurons': 166, 'l1_reg': 0.00022412298161668563, 'l2_reg': 2.0537503885829494e-06}
Trial 514: Value=0.11186898887421665, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 7.849681624309163e-05, 'num_neurons': 178, 'l1_reg': 0.00014953479743317773, 'l2_reg': 9.09887149917709e-06}
Trial 515: Value=0.46137499964329054, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 6.114024352495518e-05, 'num_neurons': 157, 'l1_reg': 0.000290334219150516, 'l2_reg': 1.182007448157685e-05}
Trial 516: Value=0.10017963562032232, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 5.0268676853582616e-05, 'num_neurons': 200, 'l1_reg': 9.285155608503766e-05, 'l2_reg': 2.924244351121458e-06}
Trial 517: Value=0.07131050538696605, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.7270235900257865e-05, 'num_neurons': 174, 'l1_reg': 0.0003876512922706968, 'l2_reg': 7.3954125037675725e-06}
Trial 518: Value=0.10393460326303271, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 6.984873944737795e-05, 'num_neurons': 189, 'l1_reg': 0.00017228383352083904, 'l2_reg': 4.003236748653044e-06}
Trial 519: Value=0.09041788614280481, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.024384801406605e-05, 'num_neurons': 161, 'l1_reg': 0.00033588758115970976, 'l2_reg': 0.018185946309142848}
Trial 520: Value=0.6761280191673404, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 4.388045457937463e-05, 'num_neurons': 150, 'l1_reg': 0.0003373138758621374, 'l2_reg': 1.1872511348708611e-05}
Trial 521: Value=0.08379760881702979, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.875602736235983e-05, 'num_neurons': 178, 'l1_reg': 0.00016142497552362295, 'l2_reg': 1.6201081009012787e-05}
Trial 522: Value=0.5812579281129897, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 0.00788117210865858, 'num_neurons': 171, 'l1_reg': 0.00040295493744648705, 'l2_reg': 7.585739413961776e-06}
Trial 523: Value=0.07619640221128886, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.4780902739129415e-05, 'num_neurons': 146, 'l1_reg': 0.00024765055817787916, 'l2_reg': 1.6517066484020656e-05}
Trial 524: Value=0.12781645408203668, Params={'optimizer': 'AdamW', 'activation_function': 'relu', 'learning_rate': 6.82064232888648e-05, 'num_neurons': 185, 'l1_reg': 5.8373934799942286e-05, 'l2_reg': 5.738700823162096e-06}
Trial 525: Value=0.07252099546660273, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.187356804616961e-05, 'num_neurons': 160, 'l1_reg': 0.00019785333452105756, 'l2_reg': 1.0150733570125305e-05}
Trial 526: Value=0.06891843965170803, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.813001068064926e-05, 'num_neurons': 168, 'l1_reg': 0.0003888817968640498, 'l2_reg': 2.1291996569049847e-05}
Trial 527: Value=0.1763586840116074, Params={'optimizer': 'Adamax', 'activation_function': 'elu', 'learning_rate': 3.535446978437963e-05, 'num_neurons': 167, 'l1_reg': 0.00011256814124379528, 'l2_reg': 1.903942183998999e-05}
Trial 528: Value=0.10620719001342038, Params={'optimizer': 'RMSprop', 'activation_function': 'tanh', 'learning_rate': 4.402260305791949e-05, 'num_neurons': 188, 'l1_reg': 0.0003600859370292409, 'l2_reg': 1.3752482142201746e-05}
Trial 529: Value=0.07979826583950134, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.1496004821912715e-05, 'num_neurons': 152, 'l1_reg': 0.0002186985811021351, 'l2_reg': 3.874136343471877e-06}
Trial 530: Value=0.07781296867399025, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.069268246875184e-05, 'num_neurons': 172, 'l1_reg': 0.0004403651461986332, 'l2_reg': 9.49166753416685e-06}
Trial 531: Value=1.8905085296616033, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 4.0283874170176425e-05, 'num_neurons': 143, 'l1_reg': 0.00027401084940596114, 'l2_reg': 2.7727132624132007e-05}
Trial 532: Value=0.21383910455360777, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 5.345901913202193e-05, 'num_neurons': 7, 'l1_reg': 0.00013174757545140765, 'l2_reg': 1.926412997268487e-05}
Trial 533: Value=0.7527526922894013, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 4.702776104020442e-05, 'num_neurons': 198, 'l1_reg': 0.0005035331298144021, 'l2_reg': 6.805600689197395e-06}
Trial 534: Value=0.07081571536988192, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.178958591531814e-05, 'num_neurons': 160, 'l1_reg': 0.0003362129881753843, 'l2_reg': 1.1759977498447657e-05}
Trial 535: Value=0.11281284585048978, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.621786567130404e-05, 'num_neurons': 19, 'l1_reg': 0.0003979870149980384, 'l2_reg': 1.2230813102508919e-05}
Trial 536: Value=0.0718145728576474, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.33851119901608e-05, 'num_neurons': 157, 'l1_reg': 0.00065434202296261, 'l2_reg': 2.4564545463405683e-05}
Trial 537: Value=0.06755493671890771, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.8242032110942875e-05, 'num_neurons': 145, 'l1_reg': 0.00035183578732045796, 'l2_reg': 1.5673519060039945e-05}
Trial 538: Value=0.09220424398335197, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.712829142643017e-05, 'num_neurons': 142, 'l1_reg': 0.00016964551300822464, 'l2_reg': 1.3176328946981815e-05}
Trial 539: Value=0.07904641929366674, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.4531250008893164e-05, 'num_neurons': 127, 'l1_reg': 0.00030370439486335763, 'l2_reg': 1.0049443861783135e-05}
Trial 540: Value=0.12045998656122027, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.0357675216418475e-05, 'num_neurons': 154, 'l1_reg': 0.00019166925940526858, 'l2_reg': 0.12519081506991098}
Trial 541: Value=0.06891477526330672, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.8996875496369536e-05, 'num_neurons': 145, 'l1_reg': 0.0003879308086090972, 'l2_reg': 1.9044005136268248e-05}
Trial 542: Value=0.15653456651316922, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 4.154182459897499e-05, 'num_neurons': 141, 'l1_reg': 7.334219313871214e-06, 'l2_reg': 1.9723336346497628e-05}
Trial 543: Value=0.06823423759750315, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.5698505760938597e-05, 'num_neurons': 129, 'l1_reg': 0.0004923138842606084, 'l2_reg': 2.057621599408976e-05}
Trial 544: Value=0.11859503244355811, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 3.835362647969581e-05, 'num_neurons': 125, 'l1_reg': 8.917961458410176e-05, 'l2_reg': 1.804466196000479e-05}
Trial 545: Value=0.08831644070810167, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 5.452542283235883e-05, 'num_neurons': 130, 'l1_reg': 0.0004290440761477472, 'l2_reg': 2.485972387810332e-05}
Trial 546: Value=0.07925149253101808, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.780960658525279e-05, 'num_neurons': 123, 'l1_reg': 0.00023063579916892622, 'l2_reg': 1.6075292767548212e-05}
Trial 547: Value=0.06984352379202254, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.589975022152596e-05, 'num_neurons': 134, 'l1_reg': 0.0003961522316193993, 'l2_reg': 7.765540364896674e-06}
Trial 548: Value=0.07471707128258394, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.434092558068924e-05, 'num_neurons': 136, 'l1_reg': 0.0004787582987416421, 'l2_reg': 6.552811739283858e-06}
Trial 549: Value=0.7318025656945784, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 2.6638473364773575e-05, 'num_neurons': 10, 'l1_reg': 0.0005410953179749564, 'l2_reg': 7.586022617258871e-06}
Trial 550: Value=0.06983810991122984, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.077736373343671e-05, 'num_neurons': 143, 'l1_reg': 0.0003737173308273913, 'l2_reg': 8.2513398975684e-06}
Trial 551: Value=0.10743999347895011, Params={'optimizer': 'Adam', 'activation_function': 'silu', 'learning_rate': 3.1513950815422227e-05, 'num_neurons': 141, 'l1_reg': 0.0003294755074458206, 'l2_reg': 4.673670930864684e-06}
Trial 552: Value=0.08470455860176222, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.7319213858451374e-05, 'num_neurons': 131, 'l1_reg': 0.001059147884428104, 'l2_reg': 7.258527092143204e-06}
Trial 553: Value=0.8220811603430066, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 3.8107532524902626e-05, 'num_neurons': 147, 'l1_reg': 0.00015611491870086357, 'l2_reg': 1.097667585229065e-05}
Trial 554: Value=0.06978609014433991, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.144637447682961e-05, 'num_neurons': 160, 'l1_reg': 0.0003511673517521278, 'l2_reg': 2.7412678526430447e-06}
Trial 555: Value=0.08483360252207273, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.3441880771476904e-05, 'num_neurons': 140, 'l1_reg': 0.00018958940052309612, 'l2_reg': 3.4297226245513696e-06}
Trial 556: Value=0.09122730701175628, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.334937027354002e-05, 'num_neurons': 149, 'l1_reg': 0.00012394431451195719, 'l2_reg': 3.020208960185289e-06}
Trial 557: Value=0.09980532392698882, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 4.895409820934245e-05, 'num_neurons': 130, 'l1_reg': 0.0003047997286148675, 'l2_reg': 2.3660408878050113e-06}
Trial 558: Value=0.1166575545217281, Params={'optimizer': 'AdamW', 'activation_function': 'tanh', 'learning_rate': 2.369909952259329e-05, 'num_neurons': 160, 'l1_reg': 0.00033981319429004, 'l2_reg': 5.0014235759380125e-06}
Trial 559: Value=0.07829645328435532, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.384853335287304e-05, 'num_neurons': 121, 'l1_reg': 0.00021897893891552274, 'l2_reg': 1.2130884706856197e-05}
Trial 560: Value=0.07432918377038165, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.1747674981287265e-05, 'num_neurons': 152, 'l1_reg': 0.0005183210338397792, 'l2_reg': 1.909696318197092e-06}
Trial 561: Value=0.16867042266240015, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 2.922136193095365e-05, 'num_neurons': 136, 'l1_reg': 8.067570267313037e-05, 'l2_reg': 8.973828137758793e-06}
Trial 562: Value=0.071212443942767, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.950455247619388e-05, 'num_neurons': 165, 'l1_reg': 0.0007652066688366452, 'l2_reg': 1.5676459492806265e-05}
Trial 563: Value=0.08338973586495657, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 4.703059935691167e-05, 'num_neurons': 143, 'l1_reg': 0.0003558371171088097, 'l2_reg': 6.774008702094526e-06}
Trial 564: Value=1.7457473011401248, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 5.595455015609741e-05, 'num_neurons': 159, 'l1_reg': 0.00014319252213095232, 'l2_reg': 1.5337159586534314e-05}
Trial 565: Value=0.0914201632792101, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.550577045260894e-05, 'num_neurons': 130, 'l1_reg': 0.0002254745612354366, 'l2_reg': 1.6893142598889804e-06}
Trial 566: Value=0.07282737074424692, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.986012731070924e-05, 'num_neurons': 167, 'l1_reg': 0.0007932199686013529, 'l2_reg': 2.7013697387260672e-05}
Trial 567: Value=0.6339856169411525, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 6.01908275031891e-05, 'num_neurons': 150, 'l1_reg': 0.0004123750844116705, 'l2_reg': 5.615908872849841e-06}
Trial 568: Value=0.19013095038162742, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.0866206987790085e-05, 'num_neurons': 117, 'l1_reg': 0.07849359686463345, 'l2_reg': 1.2048027719817712e-05}
Trial 569: Value=0.08174369842288227, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.4071749351879564e-05, 'num_neurons': 140, 'l1_reg': 0.00023221285345466055, 'l2_reg': 1.8788237038280175e-05}
Trial 570: Value=0.0772015011243813, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.757824311950087e-05, 'num_neurons': 169, 'l1_reg': 0.001014068951308559, 'l2_reg': 3.06517479661261e-05}
Trial 571: Value=0.0678334713912911, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.877447279398632e-05, 'num_neurons': 153, 'l1_reg': 0.0005135297275662629, 'l2_reg': 9.840431030104533e-06}
Trial 572: Value=0.06799851271065387, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.33496463767491e-05, 'num_neurons': 126, 'l1_reg': 0.0006065745685468496, 'l2_reg': 3.3605699287520473e-06}
Trial 573: Value=0.06654393149849626, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.144272044426487e-05, 'num_neurons': 123, 'l1_reg': 0.000547992651649748, 'l2_reg': 2.840804980625106e-06}
Trial 574: Value=0.12666900160661237, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 7.505571389486623e-05, 'num_neurons': 123, 'l1_reg': 0.0013476249763400467, 'l2_reg': 2.2389134911414403e-06}
Trial 575: Value=0.07330885755900679, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.328129876112045e-05, 'num_neurons': 123, 'l1_reg': 0.0006317335349161864, 'l2_reg': 1.3775629410831607e-06}
Trial 576: Value=0.07770253606938916, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.910036918447497e-05, 'num_neurons': 112, 'l1_reg': 0.0009823860666296753, 'l2_reg': 3.1668348298572413e-06}
Trial 577: Value=0.1003944240574421, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 8.02167365019572e-05, 'num_neurons': 132, 'l1_reg': 0.0005306966828844238, 'l2_reg': 1.7036791540981094e-06}
Trial 578: Value=0.10003828150599736, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 6.446677172107352e-05, 'num_neurons': 127, 'l1_reg': 0.0008741221404063128, 'l2_reg': 3.1245096501178858e-06}
Trial 579: Value=0.07136149160015946, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.398797732934584e-05, 'num_neurons': 118, 'l1_reg': 0.000591893837315118, 'l2_reg': 3.6492077689832824e-06}
Trial 580: Value=0.08660213430912166, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.056116187020831e-05, 'num_neurons': 133, 'l1_reg': 0.0015109248457680355, 'l2_reg': 4.2475463881867595e-06}
Trial 581: Value=0.3770832930986649, Params={'optimizer': 'SGD', 'activation_function': 'silu', 'learning_rate': 7.168362515304019e-05, 'num_neurons': 156, 'l1_reg': 1.711406852083653e-05, 'l2_reg': 1.1676367238650436e-06}
Trial 582: Value=0.07057662384275282, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.810714278662756e-05, 'num_neurons': 139, 'l1_reg': 0.00030084267275027644, 'l2_reg': 2.142263695469123e-06}
Trial 583: Value=0.06705349134955225, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.782369747706772e-05, 'num_neurons': 152, 'l1_reg': 0.0004730538870245925, 'l2_reg': 4.698556124344011e-06}
Trial 584: Value=0.0825902154496979, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 8.242546218505374e-05, 'num_neurons': 144, 'l1_reg': 0.0009403400228686003, 'l2_reg': 4.3640322190377685e-06}
Trial 585: Value=0.06897942326834736, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.974063488426459e-05, 'num_neurons': 127, 'l1_reg': 0.000551544333489358, 'l2_reg': 2.6043553077306174e-06}
Trial 586: Value=0.07697621915315532, Params={'optimizer': 'RMSprop', 'activation_function': 'leaky_relu', 'learning_rate': 5.650513998662859e-05, 'num_neurons': 151, 'l1_reg': 0.0006130469110887594, 'l2_reg': 2.5896228958425046e-06}
Trial 587: Value=0.9034211644238925, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 4.809203314305992e-05, 'num_neurons': 134, 'l1_reg': 0.001518983925141763, 'l2_reg': 1.1128354361383497e-06}
Trial 588: Value=0.07996761526757183, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.466460423001105e-05, 'num_neurons': 126, 'l1_reg': 0.0012027863292555622, 'l2_reg': 5.059346194344992e-06}
