Best trial value: 0.12663267817762613
Best hyperparameters: {'n_estimators': 417, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}

All trial results:
Trial 0: Value=0.18627903705360715, Params={'n_estimators': 373, 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 1.0}
Trial 347: Value=0.12789181197383934, Params={'n_estimators': 656, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 348: Value=0.1269983963752148, Params={'n_estimators': 615, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 349: Value=0.1268849017458437, Params={'n_estimators': 643, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 350: Value=0.126752929978323, Params={'n_estimators': 619, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 351: Value=0.12676516032355162, Params={'n_estimators': 626, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 352: Value=0.12705874226422934, Params={'n_estimators': 652, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 353: Value=0.12679353246645905, Params={'n_estimators': 616, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 354: Value=0.12699619627574532, Params={'n_estimators': 641, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 355: Value=0.12678679283126318, Params={'n_estimators': 570, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 356: Value=0.12791268870563766, Params={'n_estimators': 570, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 357: Value=0.1277723654362574, Params={'n_estimators': 622, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 358: Value=0.12675848494426592, Params={'n_estimators': 629, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 359: Value=0.23245835831371944, Params={'n_estimators': 568, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 360: Value=0.12716395117967505, Params={'n_estimators': 599, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 361: Value=0.12703909769694544, Params={'n_estimators': 628, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 362: Value=0.12695965567284315, Params={'n_estimators': 625, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 363: Value=0.12686128959526696, Params={'n_estimators': 594, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 364: Value=0.1267413992241393, Params={'n_estimators': 554, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 365: Value=0.19390337571773197, Params={'n_estimators': 568, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'sqrt'}
Trial 366: Value=0.12712526178452932, Params={'n_estimators': 550, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 367: Value=0.1267874283726762, Params={'n_estimators': 549, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 368: Value=0.12685324074389445, Params={'n_estimators': 509, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 369: Value=0.12675499297039156, Params={'n_estimators': 537, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 370: Value=0.1280261302053241, Params={'n_estimators': 520, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 371: Value=0.16964618811127388, Params={'n_estimators': 560, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 9, 'max_features': 0.8}
Trial 372: Value=0.12675499297039158, Params={'n_estimators': 537, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 373: Value=0.1277594636730974, Params={'n_estimators': 535, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 374: Value=0.1271607410888125, Params={'n_estimators': 536, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 375: Value=0.1267560457931485, Params={'n_estimators': 546, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 376: Value=0.12677575166826902, Params={'n_estimators': 525, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 377: Value=0.12683163169274866, Params={'n_estimators': 519, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 378: Value=0.127171958038485, Params={'n_estimators': 556, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 379: Value=0.12793480073856656, Params={'n_estimators': 527, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 380: Value=0.12971806863357482, Params={'n_estimators': 497, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.8}
Trial 381: Value=0.1267413992241393, Params={'n_estimators': 554, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 382: Value=0.12719064201674932, Params={'n_estimators': 547, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 383: Value=0.1267413992241393, Params={'n_estimators': 554, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 384: Value=0.1267931374074782, Params={'n_estimators': 543, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 385: Value=0.1271316589547435, Params={'n_estimators': 579, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 386: Value=0.1391214362443869, Params={'n_estimators': 558, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.8}
Trial 387: Value=0.23038246591480283, Params={'n_estimators': 517, 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 388: Value=0.1267931374074782, Params={'n_estimators': 543, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 389: Value=0.12676208885645932, Params={'n_estimators': 575, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 390: Value=0.13876243893334025, Params={'n_estimators': 575, 'max_depth': 6, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 391: Value=0.13138411355028076, Params={'n_estimators': 528, 'max_depth': 8, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 392: Value=0.12681512555043195, Params={'n_estimators': 566, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 393: Value=0.19275742211866229, Params={'n_estimators': 492, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 394: Value=0.13354834104530108, Params={'n_estimators': 594, 'max_depth': 12, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 395: Value=0.1270789409971019, Params={'n_estimators': 545, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 396: Value=0.12802185384483192, Params={'n_estimators': 581, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 397: Value=0.1316254144993052, Params={'n_estimators': 558, 'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 398: Value=0.12710516414549866, Params={'n_estimators': 525, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 399: Value=0.126780360381867, Params={'n_estimators': 586, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 400: Value=0.12791781865493648, Params={'n_estimators': 590, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 401: Value=0.1277622096176976, Params={'n_estimators': 575, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 402: Value=0.12680877623814998, Params={'n_estimators': 591, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 403: Value=0.12680427452641616, Params={'n_estimators': 608, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 404: Value=0.12713443092077492, Params={'n_estimators': 513, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 405: Value=0.13011357592895936, Params={'n_estimators': 569, 'max_depth': 12, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 406: Value=0.12713840499187404, Params={'n_estimators': 532, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 407: Value=0.1485944789242689, Params={'n_estimators': 595, 'max_depth': 9, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 0.8}
Trial 408: Value=0.12681070576292128, Params={'n_estimators': 562, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 409: Value=0.1267684325307786, Params={'n_estimators': 624, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 410: Value=0.12704027123715214, Params={'n_estimators': 618, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 411: Value=0.1571143237472835, Params={'n_estimators': 477, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 412: Value=0.243736659315428, Params={'n_estimators': 626, 'max_depth': 11, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'log2'}
Trial 413: Value=0.12684234442211814, Params={'n_estimators': 605, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 414: Value=0.1268575861415581, Params={'n_estimators': 601, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 415: Value=0.1269978384154045, Params={'n_estimators': 634, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 416: Value=0.12683120466823672, Params={'n_estimators': 505, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 417: Value=0.13404070301907914, Params={'n_estimators': 633, 'max_depth': 7, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 418: Value=0.1271607410888125, Params={'n_estimators': 536, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 419: Value=0.12673389817163058, Params={'n_estimators': 553, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 420: Value=0.3183102292222113, Params={'n_estimators': 584, 'max_depth': 3, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 421: Value=0.1339766064816217, Params={'n_estimators': 545, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 0.8}
Trial 422: Value=0.12894833521804452, Params={'n_estimators': 556, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 1.0}
Trial 423: Value=0.12683337178434226, Params={'n_estimators': 517, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 424: Value=0.17300984982616355, Params={'n_estimators': 578, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 10, 'max_features': 0.8}
Trial 425: Value=0.12685426705133515, Params={'n_estimators': 606, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 426: Value=0.1267817202340538, Params={'n_estimators': 545, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 427: Value=0.12681070576292128, Params={'n_estimators': 562, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 428: Value=0.12764481413705386, Params={'n_estimators': 530, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 429: Value=0.1271409113560449, Params={'n_estimators': 499, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 430: Value=0.12697661954369752, Params={'n_estimators': 618, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 431: Value=0.12773043338735643, Params={'n_estimators': 587, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 432: Value=0.12679034136778558, Params={'n_estimators': 559, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 433: Value=0.12795379548532804, Params={'n_estimators': 594, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 434: Value=0.12684089084775568, Params={'n_estimators': 638, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 435: Value=0.12679326504840138, Params={'n_estimators': 576, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 436: Value=0.12676201855890074, Params={'n_estimators': 534, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 437: Value=0.12721834327617246, Params={'n_estimators': 507, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 438: Value=0.12683163169274866, Params={'n_estimators': 519, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 439: Value=0.23042824445303445, Params={'n_estimators': 526, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 440: Value=0.12699634044298758, Params={'n_estimators': 546, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 441: Value=0.12686829988350704, Params={'n_estimators': 466, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 442: Value=0.13198580742803975, Params={'n_estimators': 486, 'max_depth': 11, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 443: Value=0.12676201855890076, Params={'n_estimators': 534, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 444: Value=0.1280205459672726, Params={'n_estimators': 500, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 445: Value=0.1912000631497286, Params={'n_estimators': 542, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 446: Value=0.1271339252241217, Params={'n_estimators': 522, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 447: Value=0.12695082864576743, Params={'n_estimators': 320, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 448: Value=0.1284101811977, Params={'n_estimators': 534, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 449: Value=0.12678352738688234, Params={'n_estimators': 557, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 450: Value=0.12678158835977868, Params={'n_estimators': 531, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 451: Value=0.1267962610978035, Params={'n_estimators': 449, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 452: Value=0.12710274405329627, Params={'n_estimators': 509, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 453: Value=0.12680284306372058, Params={'n_estimators': 560, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 454: Value=0.1279580583847504, Params={'n_estimators': 537, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 455: Value=0.12689766281200546, Params={'n_estimators': 641, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 456: Value=0.1269960570185879, Params={'n_estimators': 552, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 457: Value=0.1277325574858176, Params={'n_estimators': 510, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 458: Value=0.1485724845252532, Params={'n_estimators': 655, 'max_depth': 5, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 459: Value=0.12732643763863352, Params={'n_estimators': 489, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 460: Value=0.12709939392574607, Params={'n_estimators': 611, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 461: Value=0.12675519958854128, Params={'n_estimators': 529, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 462: Value=0.12711824958622117, Params={'n_estimators': 529, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 463: Value=0.126834166572117, Params={'n_estimators': 567, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 464: Value=0.3496016494299767, Params={'n_estimators': 547, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 'log2'}
Trial 465: Value=0.12796002689434674, Params={'n_estimators': 508, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 466: Value=0.126789508567737, Params={'n_estimators': 526, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 467: Value=0.12692702007492487, Params={'n_estimators': 365, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 468: Value=0.133462105999722, Params={'n_estimators': 482, 'max_depth': 13, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 469: Value=0.12676208885645932, Params={'n_estimators': 575, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 470: Value=0.1267651343884872, Params={'n_estimators': 572, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 471: Value=0.12685933666202306, Params={'n_estimators': 581, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 472: Value=0.28137995341243194, Params={'n_estimators': 576, 'max_depth': 4, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 473: Value=0.1271358324535972, Params={'n_estimators': 553, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 474: Value=0.1280657548262451, Params={'n_estimators': 566, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 475: Value=0.12796936037497467, Params={'n_estimators': 604, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 476: Value=0.12760721397111907, Params={'n_estimators': 542, 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 477: Value=0.1267684325307786, Params={'n_estimators': 624, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 478: Value=0.13603917543562918, Params={'n_estimators': 632, 'max_depth': 12, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 479: Value=0.12794616410909554, Params={'n_estimators': 615, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 480: Value=0.12675127709827183, Params={'n_estimators': 621, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 481: Value=0.126958916982479, Params={'n_estimators': 631, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 482: Value=0.12698007828403957, Params={'n_estimators': 591, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 483: Value=0.126793532466459, Params={'n_estimators': 616, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 484: Value=0.1279915136040596, Params={'n_estimators': 607, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 485: Value=0.12679326504840138, Params={'n_estimators': 576, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 486: Value=0.12803769677683355, Params={'n_estimators': 625, 'max_depth': 12, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 487: Value=0.12699234660761038, Params={'n_estimators': 645, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 488: Value=0.12712983105388173, Params={'n_estimators': 595, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 489: Value=0.12682552671838307, Params={'n_estimators': 563, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 490: Value=0.13015999826956073, Params={'n_estimators': 536, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.8}
Trial 491: Value=0.12766430665392506, Params={'n_estimators': 604, 'max_depth': 11, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 492: Value=0.12789659720942992, Params={'n_estimators': 557, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 493: Value=0.23543260375252348, Params={'n_estimators': 522, 'max_depth': 12, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 494: Value=0.12674371268762297, Params={'n_estimators': 628, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 495: Value=0.1268849017458437, Params={'n_estimators': 643, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 496: Value=0.12677164994957635, Params={'n_estimators': 631, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 497: Value=0.12704027123715214, Params={'n_estimators': 618, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 498: Value=0.12699783841540446, Params={'n_estimators': 634, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 499: Value=0.1918070167618017, Params={'n_estimators': 657, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 500: Value=0.12789596432709802, Params={'n_estimators': 628, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 501: Value=0.1270318511097128, Params={'n_estimators': 587, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 502: Value=0.12685758614155807, Params={'n_estimators': 601, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 503: Value=0.12824176710055302, Params={'n_estimators': 643, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 504: Value=0.12677835639064797, Params={'n_estimators': 614, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 505: Value=0.1268384941253232, Params={'n_estimators': 579, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 506: Value=0.12776036029684756, Params={'n_estimators': 624, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 507: Value=0.13361850446156842, Params={'n_estimators': 651, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 0.8}
Trial 508: Value=0.12710299743131306, Params={'n_estimators': 596, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 509: Value=0.1267651343884872, Params={'n_estimators': 572, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 510: Value=0.12795631208584393, Params={'n_estimators': 572, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 511: Value=0.12671531644855838, Params={'n_estimators': 552, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 512: Value=0.12671531644855835, Params={'n_estimators': 552, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 513: Value=0.12673389817163058, Params={'n_estimators': 553, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 514: Value=0.1267326574354351, Params={'n_estimators': 551, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 515: Value=0.12796470838645668, Params={'n_estimators': 550, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 516: Value=0.12674139922413927, Params={'n_estimators': 554, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 517: Value=0.1267874283726762, Params={'n_estimators': 549, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 518: Value=0.14807380821139812, Params={'n_estimators': 564, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 0.8}
Trial 519: Value=0.12714679244796043, Params={'n_estimators': 540, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 520: Value=0.2377699644281124, Params={'n_estimators': 563, 'max_depth': 11, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'log2'}
