Best trial value: 0.1119150228767402
Best hyperparameters: {'n_estimators': 841, 'max_depth': 9, 'learning_rate': 0.008688414198817005, 'subsample': 0.6242718911640639, 'colsample_bytree': 0.8242586562889879, 'min_child_weight': 1}

All trial results:
Trial 0: Value=0.9844089270935132, Params={'n_estimators': 657, 'max_depth': 6, 'learning_rate': 1.655920386219628e-05, 'subsample': 0.7310636042808303, 'colsample_bytree': 0.6038428788527885, 'min_child_weight': 5}
Trial 479: Value=0.1133162903458948, Params={'n_estimators': 571, 'max_depth': 5, 'learning_rate': 0.00874915719502075, 'subsample': 0.6858307927881384, 'colsample_bytree': 0.8486365768635746, 'min_child_weight': 3}
Trial 480: Value=0.11767608652553423, Params={'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.009941450891949323, 'subsample': 0.9742399561237325, 'colsample_bytree': 0.9053128587454079, 'min_child_weight': 3}
Trial 481: Value=0.11776675348716568, Params={'n_estimators': 482, 'max_depth': 6, 'learning_rate': 0.006398456118171502, 'subsample': 0.6399026758264176, 'colsample_bytree': 0.8933861148195292, 'min_child_weight': 3}
Trial 482: Value=0.9308326046306646, Params={'n_estimators': 668, 'max_depth': 5, 'learning_rate': 6.995831319274924e-05, 'subsample': 0.6747483618101601, 'colsample_bytree': 0.8692860953220057, 'min_child_weight': 4}
Trial 483: Value=0.11480694086183214, Params={'n_estimators': 620, 'max_depth': 6, 'learning_rate': 0.007949188483504848, 'subsample': 0.6940046276110027, 'colsample_bytree': 0.8875871776919332, 'min_child_weight': 3}
Trial 484: Value=0.11469697384605188, Params={'n_estimators': 592, 'max_depth': 4, 'learning_rate': 0.009958400812808446, 'subsample': 0.6632428193317189, 'colsample_bytree': 0.9201130562613695, 'min_child_weight': 3}
Trial 485: Value=0.11426600741732768, Params={'n_estimators': 566, 'max_depth': 5, 'learning_rate': 0.007236116552490932, 'subsample': 0.6203697361998378, 'colsample_bytree': 0.8983055152174091, 'min_child_weight': 3}
Trial 486: Value=0.2591994488653863, Params={'n_estimators': 648, 'max_depth': 6, 'learning_rate': 0.0015885270258985912, 'subsample': 0.7120178064257082, 'colsample_bytree': 0.8785870322770876, 'min_child_weight': 1}
Trial 487: Value=0.11366084977890457, Params={'n_estimators': 631, 'max_depth': 5, 'learning_rate': 0.008856625179325167, 'subsample': 0.6517218617003895, 'colsample_bytree': 0.8599861785065647, 'min_child_weight': 3}
Trial 488: Value=0.11357122566092757, Params={'n_estimators': 614, 'max_depth': 7, 'learning_rate': 0.00801528273473532, 'subsample': 0.6770504133918565, 'colsample_bytree': 0.9102714622392762, 'min_child_weight': 3}
Trial 489: Value=0.11453998446298787, Params={'n_estimators': 584, 'max_depth': 5, 'learning_rate': 0.009963644707431711, 'subsample': 0.6073064016689501, 'colsample_bytree': 0.8847114864188069, 'min_child_weight': 3}
Trial 490: Value=0.1153891857979253, Params={'n_estimators': 557, 'max_depth': 6, 'learning_rate': 0.006890979183564542, 'subsample': 0.6857752928522356, 'colsample_bytree': 0.8925962361944456, 'min_child_weight': 4}
Trial 491: Value=0.7172957993320169, Params={'n_estimators': 505, 'max_depth': 5, 'learning_rate': 0.00043569961509878387, 'subsample': 0.6634670265157544, 'colsample_bytree': 0.870941779916392, 'min_child_weight': 2}
Trial 492: Value=0.23464364022320913, Params={'n_estimators': 192, 'max_depth': 6, 'learning_rate': 0.005959237207010576, 'subsample': 0.672992145607036, 'colsample_bytree': 0.8808104032435548, 'min_child_weight': 3}
Trial 493: Value=0.11576360579432356, Params={'n_estimators': 383, 'max_depth': 4, 'learning_rate': 0.008641585486359809, 'subsample': 0.7384083324713911, 'colsample_bytree': 0.9023040373906371, 'min_child_weight': 3}
Trial 494: Value=0.11374440143717635, Params={'n_estimators': 665, 'max_depth': 5, 'learning_rate': 0.009984984132666281, 'subsample': 0.6968736945511284, 'colsample_bytree': 0.8647373314689756, 'min_child_weight': 3}
Trial 495: Value=0.11366604243690036, Params={'n_estimators': 636, 'max_depth': 5, 'learning_rate': 0.00797703572214826, 'subsample': 0.6545057646110767, 'colsample_bytree': 0.8929941626539651, 'min_child_weight': 3}
Trial 496: Value=0.1139748667414512, Params={'n_estimators': 608, 'max_depth': 7, 'learning_rate': 0.007063897710550487, 'subsample': 0.6852455527417405, 'colsample_bytree': 0.9088804729418541, 'min_child_weight': 3}
Trial 497: Value=0.1159002744303615, Params={'n_estimators': 696, 'max_depth': 6, 'learning_rate': 0.008762772564562631, 'subsample': 0.669449885874051, 'colsample_bytree': 0.6552279672247282, 'min_child_weight': 3}
Trial 498: Value=0.11533732686319433, Params={'n_estimators': 449, 'max_depth': 5, 'learning_rate': 0.007681494595627988, 'subsample': 0.7244947802787723, 'colsample_bytree': 0.8771404022867075, 'min_child_weight': 3}
Trial 499: Value=0.11882929693257527, Params={'n_estimators': 576, 'max_depth': 8, 'learning_rate': 0.00543939161388742, 'subsample': 0.6475646947139652, 'colsample_bytree': 0.8553555946254581, 'min_child_weight': 2}
Trial 500: Value=0.11457054489734858, Params={'n_estimators': 487, 'max_depth': 6, 'learning_rate': 0.00893796738340535, 'subsample': 0.6963697580194488, 'colsample_bytree': 0.8870018881324538, 'min_child_weight': 3}
Trial 501: Value=0.11417806253006467, Params={'n_estimators': 593, 'max_depth': 5, 'learning_rate': 0.009982669426667031, 'subsample': 0.6764840487776078, 'colsample_bytree': 0.8995840628860171, 'min_child_weight': 3}
Trial 502: Value=0.11620457469765016, Params={'n_estimators': 549, 'max_depth': 13, 'learning_rate': 0.006441820754220551, 'subsample': 0.666139928051329, 'colsample_bytree': 0.8726050105652831, 'min_child_weight': 4}
Trial 503: Value=0.11376173180742406, Params={'n_estimators': 646, 'max_depth': 4, 'learning_rate': 0.007875584823600087, 'subsample': 0.6886152385370279, 'colsample_bytree': 0.786096403685283, 'min_child_weight': 3}
Trial 504: Value=0.11294531632944627, Params={'n_estimators': 620, 'max_depth': 6, 'learning_rate': 0.008713625731269202, 'subsample': 0.6597944169585308, 'colsample_bytree': 0.8858155719997189, 'min_child_weight': 2}
Trial 505: Value=0.1134916669743971, Params={'n_estimators': 616, 'max_depth': 6, 'learning_rate': 0.007581817215375995, 'subsample': 0.647867454188378, 'colsample_bytree': 0.8828309357308382, 'min_child_weight': 2}
Trial 506: Value=0.11366203197862763, Params={'n_estimators': 634, 'max_depth': 6, 'learning_rate': 0.006867734113548972, 'subsample': 0.6357739076965034, 'colsample_bytree': 0.8652008880452999, 'min_child_weight': 2}
Trial 507: Value=0.11442665571152638, Params={'n_estimators': 673, 'max_depth': 7, 'learning_rate': 0.008774069159588359, 'subsample': 0.6588880080257552, 'colsample_bytree': 0.8467013789579955, 'min_child_weight': 5}
Trial 508: Value=0.11266771157658755, Params={'n_estimators': 652, 'max_depth': 6, 'learning_rate': 0.008795140910470876, 'subsample': 0.6422940957528944, 'colsample_bytree': 0.9157274101883611, 'min_child_weight': 1}
Trial 509: Value=0.11366317552652398, Params={'n_estimators': 662, 'max_depth': 6, 'learning_rate': 0.006088848349159746, 'subsample': 0.628776743181282, 'colsample_bytree': 0.9252475642863027, 'min_child_weight': 1}
Trial 510: Value=0.11397180976338812, Params={'n_estimators': 678, 'max_depth': 6, 'learning_rate': 0.007880298824670463, 'subsample': 0.6260344707586027, 'colsample_bytree': 0.9312086689491242, 'min_child_weight': 2}
Trial 511: Value=0.11398835337176866, Params={'n_estimators': 917, 'max_depth': 6, 'learning_rate': 0.008959953908222185, 'subsample': 0.6367011734900107, 'colsample_bytree': 0.9209864635750791, 'min_child_weight': 2}
Trial 512: Value=0.11309229132555097, Params={'n_estimators': 976, 'max_depth': 6, 'learning_rate': 0.007337004682043235, 'subsample': 0.6433442490177419, 'colsample_bytree': 0.9139138628404817, 'min_child_weight': 1}
Trial 513: Value=0.11315986899293684, Params={'n_estimators': 968, 'max_depth': 6, 'learning_rate': 0.005962749305276928, 'subsample': 0.6394726698147685, 'colsample_bytree': 0.9509423219120978, 'min_child_weight': 1}
Trial 514: Value=0.11508466980928402, Params={'n_estimators': 793, 'max_depth': 6, 'learning_rate': 0.004737833738467052, 'subsample': 0.6457189296667656, 'colsample_bytree': 0.9180722834081368, 'min_child_weight': 1}
Trial 515: Value=0.12198264181824585, Params={'n_estimators': 391, 'max_depth': 7, 'learning_rate': 0.0069897340626712675, 'subsample': 0.8194321745418721, 'colsample_bytree': 0.9133228770905721, 'min_child_weight': 1}
Trial 516: Value=0.11342199530810455, Params={'n_estimators': 989, 'max_depth': 6, 'learning_rate': 0.006535317342105197, 'subsample': 0.6254891588210557, 'colsample_bytree': 0.9285144911805739, 'min_child_weight': 1}
Trial 517: Value=0.9823689173268675, Params={'n_estimators': 878, 'max_depth': 6, 'learning_rate': 1.3517770251570086e-05, 'subsample': 0.6505930803649069, 'colsample_bytree': 0.9136231281052056, 'min_child_weight': 1}
Trial 518: Value=0.8781919988588625, Params={'n_estimators': 138, 'max_depth': 7, 'learning_rate': 0.0006152245029350653, 'subsample': 0.6184044336378097, 'colsample_bytree': 0.9361967433398706, 'min_child_weight': 1}
Trial 519: Value=0.8554524989025003, Params={'n_estimators': 508, 'max_depth': 6, 'learning_rate': 0.00019674885859122528, 'subsample': 0.8076701002766373, 'colsample_bytree': 0.9069820016289918, 'min_child_weight': 1}
Trial 520: Value=0.12047566171506052, Params={'n_estimators': 523, 'max_depth': 6, 'learning_rate': 0.0054710622716574895, 'subsample': 0.6380371870141524, 'colsample_bytree': 0.922279943787829, 'min_child_weight': 5}
Trial 521: Value=0.11320654268780929, Params={'n_estimators': 827, 'max_depth': 6, 'learning_rate': 0.007745961529325844, 'subsample': 0.6441524526585688, 'colsample_bytree': 0.9049738283322861, 'min_child_weight': 1}
Trial 522: Value=0.11358862951537167, Params={'n_estimators': 939, 'max_depth': 7, 'learning_rate': 0.007140436914430394, 'subsample': 0.6532285845305958, 'colsample_bytree': 0.9120136835312963, 'min_child_weight': 1}
Trial 523: Value=0.1211564515847565, Params={'n_estimators': 337, 'max_depth': 6, 'learning_rate': 0.008192436134103264, 'subsample': 0.634723931228523, 'colsample_bytree': 0.9424030645770414, 'min_child_weight': 1}
Trial 524: Value=0.11402838795073593, Params={'n_estimators': 900, 'max_depth': 6, 'learning_rate': 0.00995426182330627, 'subsample': 0.6564921501694554, 'colsample_bytree': 0.8972192373972585, 'min_child_weight': 1}
Trial 525: Value=0.114329259830319, Params={'n_estimators': 486, 'max_depth': 6, 'learning_rate': 0.008713567570026538, 'subsample': 0.6164862883880968, 'colsample_bytree': 0.9059323002173701, 'min_child_weight': 1}
Trial 526: Value=0.5228956067978889, Params={'n_estimators': 63, 'max_depth': 7, 'learning_rate': 0.0069576318094135055, 'subsample': 0.6482553368999842, 'colsample_bytree': 0.8978018498745491, 'min_child_weight': 2}
Trial 527: Value=0.11321986061865326, Params={'n_estimators': 594, 'max_depth': 6, 'learning_rate': 0.007883058624555753, 'subsample': 0.6617820857812409, 'colsample_bytree': 0.9768920698085576, 'min_child_weight': 1}
Trial 528: Value=0.11367724752323936, Params={'n_estimators': 450, 'max_depth': 6, 'learning_rate': 0.008886529325475836, 'subsample': 0.6447011056308524, 'colsample_bytree': 0.9274358051651234, 'min_child_weight': 1}
Trial 529: Value=0.1137562080187962, Params={'n_estimators': 419, 'max_depth': 6, 'learning_rate': 0.009955947303733578, 'subsample': 0.6552707304241882, 'colsample_bytree': 0.8981881919751661, 'min_child_weight': 1}
Trial 530: Value=0.11481832184134876, Params={'n_estimators': 608, 'max_depth': 7, 'learning_rate': 0.0063226735780727746, 'subsample': 0.635596103223573, 'colsample_bytree': 0.9173241816918837, 'min_child_weight': 2}
Trial 531: Value=0.116094091358098, Params={'n_estimators': 478, 'max_depth': 3, 'learning_rate': 0.0076574000931387805, 'subsample': 0.6623458813095972, 'colsample_bytree': 0.8928905368023977, 'min_child_weight': 2}
Trial 532: Value=0.14211758330701327, Params={'n_estimators': 470, 'max_depth': 8, 'learning_rate': 0.0042489152838819585, 'subsample': 0.6631407552347599, 'colsample_bytree': 0.9112409210792726, 'min_child_weight': 2}
Trial 533: Value=0.11454734551207381, Params={'n_estimators': 562, 'max_depth': 6, 'learning_rate': 0.009980455651059053, 'subsample': 0.6303329349068226, 'colsample_bytree': 0.8879036051801601, 'min_child_weight': 4}
Trial 534: Value=0.11415509496373188, Params={'n_estimators': 526, 'max_depth': 5, 'learning_rate': 0.008356064447531326, 'subsample': 0.6532876012018994, 'colsample_bytree': 0.9015563978899723, 'min_child_weight': 1}
Trial 535: Value=0.11719052384153171, Params={'n_estimators': 588, 'max_depth': 7, 'learning_rate': 0.005530700599080655, 'subsample': 0.6690399508058082, 'colsample_bytree': 0.8750959733197312, 'min_child_weight': 1}
Trial 536: Value=0.11294723990475254, Params={'n_estimators': 858, 'max_depth': 6, 'learning_rate': 0.007139876844345422, 'subsample': 0.6427180952464082, 'colsample_bytree': 0.8548711139400261, 'min_child_weight': 2}
Trial 537: Value=0.18004352546352032, Params={'n_estimators': 243, 'max_depth': 6, 'learning_rate': 0.006202932363377874, 'subsample': 0.6400270573110813, 'colsample_bytree': 0.8532404299653764, 'min_child_weight': 2}
Trial 538: Value=0.11422430621314593, Params={'n_estimators': 898, 'max_depth': 6, 'learning_rate': 0.006940148738920271, 'subsample': 0.6242816923692341, 'colsample_bytree': 0.7604007258788362, 'min_child_weight': 2}
Trial 539: Value=0.11323433495892164, Params={'n_estimators': 866, 'max_depth': 6, 'learning_rate': 0.005048164535540887, 'subsample': 0.6419455052381544, 'colsample_bytree': 0.8514379451986243, 'min_child_weight': 1}
Trial 540: Value=0.1140640416949591, Params={'n_estimators': 956, 'max_depth': 6, 'learning_rate': 0.007286607997066036, 'subsample': 0.6089813848054421, 'colsample_bytree': 0.8449610102997023, 'min_child_weight': 2}
Trial 541: Value=0.1135331498551947, Params={'n_estimators': 776, 'max_depth': 6, 'learning_rate': 0.008000679744945822, 'subsample': 0.6462919237897322, 'colsample_bytree': 0.8296552853232784, 'min_child_weight': 1}
Trial 542: Value=0.11411498052266571, Params={'n_estimators': 718, 'max_depth': 6, 'learning_rate': 0.006200860659185682, 'subsample': 0.6556055326530476, 'colsample_bytree': 0.8634540543740281, 'min_child_weight': 2}
Trial 543: Value=0.11387438843168997, Params={'n_estimators': 955, 'max_depth': 7, 'learning_rate': 0.008795623343391889, 'subsample': 0.6328531170131965, 'colsample_bytree': 0.8646789770483105, 'min_child_weight': 1}
Trial 544: Value=0.1139631481120766, Params={'n_estimators': 822, 'max_depth': 6, 'learning_rate': 0.007132516492808263, 'subsample': 0.6212256389838542, 'colsample_bytree': 0.8423712497512987, 'min_child_weight': 4}
Trial 545: Value=0.11428445074404442, Params={'n_estimators': 837, 'max_depth': 7, 'learning_rate': 0.009965203021713472, 'subsample': 0.6517159372173603, 'colsample_bytree': 0.8586477865187154, 'min_child_weight': 2}
Trial 546: Value=0.11362606308905514, Params={'n_estimators': 982, 'max_depth': 6, 'learning_rate': 0.00803694667873812, 'subsample': 0.661215337920179, 'colsample_bytree': 0.8723982454960036, 'min_child_weight': 2}
Trial 547: Value=0.11359728850116191, Params={'n_estimators': 998, 'max_depth': 6, 'learning_rate': 0.008814683436831703, 'subsample': 0.6433115794125716, 'colsample_bytree': 0.8567974081994331, 'min_child_weight': 2}
Trial 548: Value=0.11405973505817617, Params={'n_estimators': 619, 'max_depth': 6, 'learning_rate': 0.00686904124957048, 'subsample': 0.665869900246541, 'colsample_bytree': 0.9395187593604657, 'min_child_weight': 4}
Trial 549: Value=0.11282969797888547, Params={'n_estimators': 619, 'max_depth': 6, 'learning_rate': 0.008787115274066294, 'subsample': 0.6334914326595354, 'colsample_bytree': 0.8815174358962535, 'min_child_weight': 1}
Trial 550: Value=0.11401102146450852, Params={'n_estimators': 604, 'max_depth': 6, 'learning_rate': 0.007651292073298078, 'subsample': 0.6218328607073783, 'colsample_bytree': 0.8850444815626658, 'min_child_weight': 1}
Trial 551: Value=0.11607275932117894, Params={'n_estimators': 597, 'max_depth': 6, 'learning_rate': 0.00582061183942497, 'subsample': 0.6130309599428075, 'colsample_bytree': 0.960190494886138, 'min_child_weight': 1}
Trial 552: Value=0.11384332359395984, Params={'n_estimators': 918, 'max_depth': 5, 'learning_rate': 0.0087401112490553, 'subsample': 0.6353409569789324, 'colsample_bytree': 0.9043172268352198, 'min_child_weight': 1}
Trial 553: Value=0.1137443886801286, Params={'n_estimators': 622, 'max_depth': 7, 'learning_rate': 0.00994876077713168, 'subsample': 0.6426186926092181, 'colsample_bytree': 0.9215062488996072, 'min_child_weight': 1}
Trial 554: Value=0.11297346713988922, Params={'n_estimators': 926, 'max_depth': 6, 'learning_rate': 0.007083777808090827, 'subsample': 0.6301062526985746, 'colsample_bytree': 0.8702663713645159, 'min_child_weight': 1}
Trial 555: Value=0.11288553976983158, Params={'n_estimators': 978, 'max_depth': 6, 'learning_rate': 0.005298513588415119, 'subsample': 0.6038470208952713, 'colsample_bytree': 0.8575318284354194, 'min_child_weight': 1}
Trial 556: Value=0.11486422968346123, Params={'n_estimators': 943, 'max_depth': 6, 'learning_rate': 0.005287502980636799, 'subsample': 0.6217380260184248, 'colsample_bytree': 0.7017829844563042, 'min_child_weight': 1}
Trial 557: Value=0.11406407999508454, Params={'n_estimators': 974, 'max_depth': 6, 'learning_rate': 0.0046271579902164685, 'subsample': 0.6033992056652867, 'colsample_bytree': 0.8504609325204535, 'min_child_weight': 1}
Trial 558: Value=0.11311901746245712, Params={'n_estimators': 864, 'max_depth': 6, 'learning_rate': 0.0058158783725471026, 'subsample': 0.596988474381096, 'colsample_bytree': 0.836444405508018, 'min_child_weight': 1}
Trial 559: Value=0.11352079670863313, Params={'n_estimators': 968, 'max_depth': 6, 'learning_rate': 0.005073366892408848, 'subsample': 0.618484437484299, 'colsample_bytree': 0.8674325547593114, 'min_child_weight': 1}
Trial 560: Value=0.11271548792757093, Params={'n_estimators': 995, 'max_depth': 7, 'learning_rate': 0.005754224771784261, 'subsample': 0.6039411837961435, 'colsample_bytree': 0.8439464067072953, 'min_child_weight': 1}
Trial 561: Value=0.11454015952089884, Params={'n_estimators': 982, 'max_depth': 6, 'learning_rate': 0.004074119119325352, 'subsample': 0.5900056420265622, 'colsample_bytree': 0.8437595452866415, 'min_child_weight': 1}
Trial 562: Value=0.11317506723696961, Params={'n_estimators': 940, 'max_depth': 7, 'learning_rate': 0.00558262603441948, 'subsample': 0.5898984184597246, 'colsample_bytree': 0.8445167120049829, 'min_child_weight': 1}
Trial 563: Value=0.1137808236112438, Params={'n_estimators': 975, 'max_depth': 6, 'learning_rate': 0.004862975926076821, 'subsample': 0.6191599093256578, 'colsample_bytree': 0.8547704442054709, 'min_child_weight': 1}
Trial 564: Value=0.11280606651548523, Params={'n_estimators': 989, 'max_depth': 6, 'learning_rate': 0.006195339972854125, 'subsample': 0.5985627631466035, 'colsample_bytree': 0.8303923955223379, 'min_child_weight': 1}
Trial 565: Value=0.11437224240308612, Params={'n_estimators': 953, 'max_depth': 6, 'learning_rate': 0.004348751424152422, 'subsample': 0.5777169186801938, 'colsample_bytree': 0.8216096973586708, 'min_child_weight': 1}
Trial 566: Value=0.11287360452654001, Params={'n_estimators': 998, 'max_depth': 6, 'learning_rate': 0.0055975879375844, 'subsample': 0.6024274336509335, 'colsample_bytree': 0.8205300393187867, 'min_child_weight': 1}
Trial 567: Value=0.11347971018408982, Params={'n_estimators': 999, 'max_depth': 6, 'learning_rate': 0.004913841949369779, 'subsample': 0.596041858516817, 'colsample_bytree': 0.8084585451203695, 'min_child_weight': 1}
Trial 568: Value=0.11325811942513649, Params={'n_estimators': 996, 'max_depth': 6, 'learning_rate': 0.005551958318203565, 'subsample': 0.6000330513681874, 'colsample_bytree': 0.8282428140898591, 'min_child_weight': 1}
Trial 569: Value=0.11308925464970883, Params={'n_estimators': 986, 'max_depth': 7, 'learning_rate': 0.005376523030390465, 'subsample': 0.5760477235236545, 'colsample_bytree': 0.8332548574605166, 'min_child_weight': 1}
Trial 570: Value=0.11504473511975548, Params={'n_estimators': 888, 'max_depth': 6, 'learning_rate': 0.0043812097902047676, 'subsample': 0.6015113558299231, 'colsample_bytree': 0.8180087974759335, 'min_child_weight': 1}
Trial 571: Value=0.11309227079198236, Params={'n_estimators': 959, 'max_depth': 6, 'learning_rate': 0.006028894466072473, 'subsample': 0.5878059798902143, 'colsample_bytree': 0.8539904620677309, 'min_child_weight': 1}
Trial 572: Value=0.113272885033554, Params={'n_estimators': 993, 'max_depth': 6, 'learning_rate': 0.004883037658923097, 'subsample': 0.6036153031020748, 'colsample_bytree': 0.8336393132902307, 'min_child_weight': 1}
Trial 573: Value=0.11374467335642352, Params={'n_estimators': 962, 'max_depth': 7, 'learning_rate': 0.005766055580284382, 'subsample': 0.588441775998912, 'colsample_bytree': 0.8036567261246802, 'min_child_weight': 1}
Trial 574: Value=0.11644651732603921, Params={'n_estimators': 975, 'max_depth': 6, 'learning_rate': 0.003720675802603093, 'subsample': 0.5616051657432827, 'colsample_bytree': 0.8363977536009055, 'min_child_weight': 1}
Trial 575: Value=0.11315677239938243, Params={'n_estimators': 920, 'max_depth': 6, 'learning_rate': 0.006290778794305974, 'subsample': 0.6132549005934276, 'colsample_bytree': 0.8305996647716632, 'min_child_weight': 1}
Trial 576: Value=0.12057557531739853, Params={'n_estimators': 992, 'max_depth': 7, 'learning_rate': 0.0029989134463578016, 'subsample': 0.6128074291846536, 'colsample_bytree': 0.8226590364487133, 'min_child_weight': 1}
Trial 577: Value=0.11308038325588786, Params={'n_estimators': 966, 'max_depth': 6, 'learning_rate': 0.006301242236664595, 'subsample': 0.5984365691420579, 'colsample_bytree': 0.8420551313217868, 'min_child_weight': 1}
Trial 578: Value=0.11479040939037503, Params={'n_estimators': 934, 'max_depth': 6, 'learning_rate': 0.00409017935888016, 'subsample': 0.5964466414769313, 'colsample_bytree': 0.84397489980788, 'min_child_weight': 1}
Trial 579: Value=0.11319159701435227, Params={'n_estimators': 992, 'max_depth': 6, 'learning_rate': 0.005050946046835305, 'subsample': 0.6052800629367143, 'colsample_bytree': 0.8238239113505731, 'min_child_weight': 1}
Trial 580: Value=0.11312334483323204, Params={'n_estimators': 944, 'max_depth': 9, 'learning_rate': 0.006376546712340746, 'subsample': 0.5873226206717148, 'colsample_bytree': 0.8466026607145178, 'min_child_weight': 1}
Trial 581: Value=0.1135307732568448, Params={'n_estimators': 999, 'max_depth': 6, 'learning_rate': 0.006459569794279548, 'subsample': 0.5720193902309215, 'colsample_bytree': 0.8489805109999508, 'min_child_weight': 1}
Trial 582: Value=0.11330632775559198, Params={'n_estimators': 971, 'max_depth': 7, 'learning_rate': 0.005558109746456184, 'subsample': 0.6106685327265389, 'colsample_bytree': 0.854939119899967, 'min_child_weight': 1}
Trial 583: Value=0.11282655676516579, Params={'n_estimators': 927, 'max_depth': 6, 'learning_rate': 0.006791433081517561, 'subsample': 0.5773025500091318, 'colsample_bytree': 0.8373038707939422, 'min_child_weight': 1}
Trial 584: Value=0.11341554376447789, Params={'n_estimators': 902, 'max_depth': 6, 'learning_rate': 0.006013899972950605, 'subsample': 0.5854039372660063, 'colsample_bytree': 0.8350754675251881, 'min_child_weight': 1}
Trial 585: Value=0.1128051461848281, Params={'n_estimators': 919, 'max_depth': 6, 'learning_rate': 0.00652516721367908, 'subsample': 0.6089611982993657, 'colsample_bytree': 0.797363849630374, 'min_child_weight': 1}
Trial 586: Value=0.11416379118792513, Params={'n_estimators': 932, 'max_depth': 6, 'learning_rate': 0.004900490239381112, 'subsample': 0.6160128386012603, 'colsample_bytree': 0.7945140293452849, 'min_child_weight': 1}
Trial 587: Value=0.11556927728742779, Params={'n_estimators': 909, 'max_depth': 6, 'learning_rate': 0.004452977312961454, 'subsample': 0.5540183150954484, 'colsample_bytree': 0.8031890608752625, 'min_child_weight': 1}
Trial 588: Value=0.11376426026917624, Params={'n_estimators': 924, 'max_depth': 6, 'learning_rate': 0.005313731706120176, 'subsample': 0.5661098142324283, 'colsample_bytree': 0.8364713542710273, 'min_child_weight': 1}
Trial 589: Value=0.11862873115215102, Params={'n_estimators': 930, 'max_depth': 7, 'learning_rate': 0.003543615911640807, 'subsample': 0.6080139698960487, 'colsample_bytree': 0.7810588819193869, 'min_child_weight': 1}
Trial 590: Value=0.11393723343468533, Params={'n_estimators': 968, 'max_depth': 8, 'learning_rate': 0.0063212431339135094, 'subsample': 0.5799572305960267, 'colsample_bytree': 0.8140375345990527, 'min_child_weight': 1}
Trial 591: Value=0.11313768696209686, Params={'n_estimators': 962, 'max_depth': 6, 'learning_rate': 0.006780599818134321, 'subsample': 0.5936627360661468, 'colsample_bytree': 0.8150286259366643, 'min_child_weight': 1}
Trial 592: Value=0.11332489553578905, Params={'n_estimators': 880, 'max_depth': 6, 'learning_rate': 0.005541986862527088, 'subsample': 0.6291332798061962, 'colsample_bytree': 0.8183508102794712, 'min_child_weight': 1}
Trial 593: Value=0.11281205706240544, Params={'n_estimators': 1000, 'max_depth': 6, 'learning_rate': 0.006590915012055233, 'subsample': 0.6133382348259022, 'colsample_bytree': 0.8320106263206535, 'min_child_weight': 1}
Trial 594: Value=0.11383691260318575, Params={'n_estimators': 983, 'max_depth': 7, 'learning_rate': 0.00522739480665752, 'subsample': 0.6110762931175805, 'colsample_bytree': 0.8312825068906182, 'min_child_weight': 1}
Trial 595: Value=0.11335588745375731, Params={'n_estimators': 950, 'max_depth': 6, 'learning_rate': 0.006194862924471408, 'subsample': 0.6032696577903862, 'colsample_bytree': 0.829581014268504, 'min_child_weight': 1}
Trial 596: Value=0.11320076742475953, Params={'n_estimators': 949, 'max_depth': 6, 'learning_rate': 0.006734214586766615, 'subsample': 0.6047139252049637, 'colsample_bytree': 0.8228076001045076, 'min_child_weight': 1}
Trial 597: Value=0.1132258196126152, Params={'n_estimators': 999, 'max_depth': 6, 'learning_rate': 0.005563235614623335, 'subsample': 0.593584609435988, 'colsample_bytree': 0.8071824755686969, 'min_child_weight': 1}
Trial 598: Value=0.11311710489500702, Params={'n_estimators': 971, 'max_depth': 6, 'learning_rate': 0.006653037797248501, 'subsample': 0.6232621873739332, 'colsample_bytree': 0.7941144019961354, 'min_child_weight': 1}
Trial 599: Value=0.11306525321357885, Params={'n_estimators': 910, 'max_depth': 7, 'learning_rate': 0.006790770245551304, 'subsample': 0.5753436679523732, 'colsample_bytree': 0.8270694639183293, 'min_child_weight': 1}
Trial 600: Value=0.28628528017838123, Params={'n_estimators': 976, 'max_depth': 7, 'learning_rate': 0.0009834083300351046, 'subsample': 0.6059641830268532, 'colsample_bytree': 0.8383957303518836, 'min_child_weight': 1}
Trial 601: Value=0.11428898113952134, Params={'n_estimators': 947, 'max_depth': 6, 'learning_rate': 0.0047916977602644245, 'subsample': 0.6151170969155749, 'colsample_bytree': 0.8126528351778041, 'min_child_weight': 1}
Trial 602: Value=0.11294501670364965, Params={'n_estimators': 1000, 'max_depth': 6, 'learning_rate': 0.006098993173329622, 'subsample': 0.6216129955120115, 'colsample_bytree': 0.8411018658331412, 'min_child_weight': 1}
Trial 603: Value=0.11527580762710947, Params={'n_estimators': 1000, 'max_depth': 6, 'learning_rate': 0.003979288125922475, 'subsample': 0.5362315174911482, 'colsample_bytree': 0.8412832007322255, 'min_child_weight': 1}
Trial 604: Value=0.11304083383227058, Params={'n_estimators': 988, 'max_depth': 6, 'learning_rate': 0.005688339510944011, 'subsample': 0.6229701447446762, 'colsample_bytree': 0.8450698497797802, 'min_child_weight': 1}
Trial 605: Value=0.11417288332006238, Params={'n_estimators': 982, 'max_depth': 6, 'learning_rate': 0.004435879245885775, 'subsample': 0.6284143353559852, 'colsample_bytree': 0.8259830625626209, 'min_child_weight': 1}
