Best trial value: 0.004615970840620621
Best hyperparameters: {'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.0002759469773922751, 'weight_decay': 0.00046458743267201614, 'dropout_rate': 0.1304723152999592, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}

All trial results:
Trial 0: Value=0.008825693751038107, Params={'hidden_dim': 24, 'num_layers': 7, 'learning_rate': 0.0004669048821018693, 'weight_decay': 1.1553883993917037e-07, 'dropout_rate': 0.4594460220075136, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 466: Value=0.004758824897125221, Params={'hidden_dim': 68, 'num_layers': 2, 'learning_rate': 0.000247478868731287, 'weight_decay': 0.0007863457684743113, 'dropout_rate': 0.11281255528386132, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 467: Value=0.004754116123137453, Params={'hidden_dim': 65, 'num_layers': 3, 'learning_rate': 0.0003414832355328695, 'weight_decay': 0.00055822000746097, 'dropout_rate': 0.1016522274527341, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 468: Value=0.006876865696448354, Params={'hidden_dim': 54, 'num_layers': 18, 'learning_rate': 0.00012217360160286222, 'weight_decay': 0.0003410284179267207, 'dropout_rate': 0.10957247072714577, 'optimizer': 'NAdam', 'activation_function': 'tanh'}
Trial 469: Value=0.004855514475820148, Params={'hidden_dim': 43, 'num_layers': 4, 'learning_rate': 0.00019616690853703058, 'weight_decay': 0.000414480435253837, 'dropout_rate': 0.10172732001994465, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 470: Value=0.004813594046744023, Params={'hidden_dim': 81, 'num_layers': 2, 'learning_rate': 0.0001602466625807543, 'weight_decay': 0.0006426930801401514, 'dropout_rate': 0.11613776809595193, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 471: Value=0.004845359445395499, Params={'hidden_dim': 71, 'num_layers': 3, 'learning_rate': 0.00022346239095870013, 'weight_decay': 0.0004794943583585682, 'dropout_rate': 0.4094066550950847, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 472: Value=0.004830800656256371, Params={'hidden_dim': 48, 'num_layers': 2, 'learning_rate': 0.00028164884087184943, 'weight_decay': 0.0009117295640131985, 'dropout_rate': 0.10004321933674254, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 473: Value=0.004686751651112394, Params={'hidden_dim': 60, 'num_layers': 3, 'learning_rate': 0.00018418164214160367, 'weight_decay': 0.0003812568669353059, 'dropout_rate': 0.13233277067663468, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 474: Value=0.021827998309824292, Params={'hidden_dim': 61, 'num_layers': 4, 'learning_rate': 0.00010332537695747416, 'weight_decay': 0.000288803659502483, 'dropout_rate': 0.1318324768699344, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 475: Value=0.02899325393016218, Params={'hidden_dim': 66, 'num_layers': 2, 'learning_rate': 0.00015019437588561097, 'weight_decay': 0.0003652897104411733, 'dropout_rate': 0.1303123488399663, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 476: Value=0.009977227705499326, Params={'hidden_dim': 74, 'num_layers': 3, 'learning_rate': 8.516797483980723e-05, 'weight_decay': 0.00578440974766981, 'dropout_rate': 0.13413797116876894, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 477: Value=0.03877842800670342, Params={'hidden_dim': 98, 'num_layers': 2, 'learning_rate': 0.00017447405691447296, 'weight_decay': 0.0002772095575731693, 'dropout_rate': 0.12456619716679027, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 478: Value=0.017096008119388162, Params={'hidden_dim': 59, 'num_layers': 3, 'learning_rate': 0.00024790512277096677, 'weight_decay': 6.697269902388398e-05, 'dropout_rate': 0.39500609342230886, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 479: Value=0.00487627914930932, Params={'hidden_dim': 64, 'num_layers': 4, 'learning_rate': 0.0003114831909783244, 'weight_decay': 0.0003732537893012649, 'dropout_rate': 0.12020299968312381, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 480: Value=0.03740333478663521, Params={'hidden_dim': 68, 'num_layers': 2, 'learning_rate': 0.00012957725902880171, 'weight_decay': 0.0006745421066729036, 'dropout_rate': 0.13649201641622152, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 481: Value=0.010028076519789417, Params={'hidden_dim': 78, 'num_layers': 7, 'learning_rate': 0.0031215214918216346, 'weight_decay': 0.00021115939570124343, 'dropout_rate': 0.48211236476940744, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 482: Value=0.008697861987470844, Params={'hidden_dim': 59, 'num_layers': 3, 'learning_rate': 0.0002302578393166047, 'weight_decay': 0.00040234550314703003, 'dropout_rate': 0.12858913840827502, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 483: Value=0.004909522736621009, Params={'hidden_dim': 85, 'num_layers': 3, 'learning_rate': 0.00039690526900715756, 'weight_decay': 0.00029622518674711506, 'dropout_rate': 0.11971213529000449, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 484: Value=0.004813935132964522, Params={'hidden_dim': 72, 'num_layers': 2, 'learning_rate': 0.00018302367311048425, 'weight_decay': 0.0005118544548808559, 'dropout_rate': 0.41731829291397343, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 485: Value=0.00838868038251499, Params={'hidden_dim': 56, 'num_layers': 14, 'learning_rate': 0.00014737038249240143, 'weight_decay': 0.00039085512726533034, 'dropout_rate': 0.13948236728716507, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 486: Value=0.005056621343805081, Params={'hidden_dim': 64, 'num_layers': 4, 'learning_rate': 0.00026871471075207317, 'weight_decay': 0.0007878859014671263, 'dropout_rate': 0.1307022699905225, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 487: Value=0.006273047123670521, Params={'hidden_dim': 69, 'num_layers': 5, 'learning_rate': 0.00020808895279005656, 'weight_decay': 0.0012884384030685217, 'dropout_rate': 0.11575395047073408, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 488: Value=0.015834584639571405, Params={'hidden_dim': 61, 'num_layers': 3, 'learning_rate': 0.0001670256823081259, 'weight_decay': 0.0002607267877064834, 'dropout_rate': 0.12374786127344267, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 489: Value=0.005681403230150805, Params={'hidden_dim': 92, 'num_layers': 2, 'learning_rate': 0.00035372568490612237, 'weight_decay': 0.0005814201613216548, 'dropout_rate': 0.11369227767584356, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 490: Value=0.04195157685508655, Params={'hidden_dim': 77, 'num_layers': 3, 'learning_rate': 0.00023191706783650204, 'weight_decay': 0.00017461130445665149, 'dropout_rate': 0.13929923716412923, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 491: Value=0.008240185669686992, Params={'hidden_dim': 148, 'num_layers': 4, 'learning_rate': 0.0013073082283257527, 'weight_decay': 0.0003193291285134776, 'dropout_rate': 0.13214960831138098, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 492: Value=0.00494957760441022, Params={'hidden_dim': 53, 'num_layers': 2, 'learning_rate': 0.000449214245512756, 'weight_decay': 0.0004181183375100508, 'dropout_rate': 0.4033249858975898, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 493: Value=0.004886066743555902, Params={'hidden_dim': 70, 'num_layers': 3, 'learning_rate': 0.00029505604116950154, 'weight_decay': 0.0008780014677499078, 'dropout_rate': 0.30188893015121193, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 494: Value=0.004848240566617917, Params={'hidden_dim': 63, 'num_layers': 2, 'learning_rate': 0.00018776137815430314, 'weight_decay': 0.0005571153150673738, 'dropout_rate': 0.12311720050303934, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 495: Value=0.034293145136085175, Params={'hidden_dim': 83, 'num_layers': 3, 'learning_rate': 0.00011182744630553054, 'weight_decay': 0.00021991024750479015, 'dropout_rate': 0.11067117579740593, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 496: Value=0.0047160194444130265, Params={'hidden_dim': 56, 'num_layers': 3, 'learning_rate': 0.0002554037414691819, 'weight_decay': 0.0007102467784761129, 'dropout_rate': 0.11848720281049804, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 497: Value=0.004976865520089513, Params={'hidden_dim': 56, 'num_layers': 3, 'learning_rate': 0.00027917481944419244, 'weight_decay': 0.0011020833254774738, 'dropout_rate': 0.14220947423795155, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 498: Value=0.007999118078829167, Params={'hidden_dim': 53, 'num_layers': 9, 'learning_rate': 0.00034148420943351255, 'weight_decay': 0.0007244364198124408, 'dropout_rate': 0.12854146093853147, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 499: Value=0.004691030473475973, Params={'hidden_dim': 59, 'num_layers': 2, 'learning_rate': 0.0002374972736771864, 'weight_decay': 0.0007625345048665498, 'dropout_rate': 0.12090460313179294, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 500: Value=0.012659033055127944, Params={'hidden_dim': 58, 'num_layers': 13, 'learning_rate': 0.0002598198488774189, 'weight_decay': 0.00190317205544147, 'dropout_rate': 0.12094405434684007, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 501: Value=0.011767055508113985, Params={'hidden_dim': 51, 'num_layers': 15, 'learning_rate': 0.00029165208680141154, 'weight_decay': 0.0014711893674668715, 'dropout_rate': 0.133723287511883, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 502: Value=0.005210194191279529, Params={'hidden_dim': 55, 'num_layers': 4, 'learning_rate': 0.0002488571912453112, 'weight_decay': 0.0010075100496950429, 'dropout_rate': 0.11912131444552852, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 503: Value=0.004710204824412695, Params={'hidden_dim': 58, 'num_layers': 2, 'learning_rate': 0.00032600842559609686, 'weight_decay': 0.0007597499981244211, 'dropout_rate': 0.12624389605275324, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 504: Value=0.005210001099939368, Params={'hidden_dim': 52, 'num_layers': 3, 'learning_rate': 0.0005101020441127022, 'weight_decay': 0.0012952082285399254, 'dropout_rate': 0.13650151796090898, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 505: Value=0.031104032895146305, Params={'hidden_dim': 58, 'num_layers': 2, 'learning_rate': 0.0003910532069552812, 'weight_decay': 1.8175187932141393e-06, 'dropout_rate': 0.12538849618698467, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 506: Value=0.005037242048763748, Params={'hidden_dim': 50, 'num_layers': 4, 'learning_rate': 0.00033441403055348026, 'weight_decay': 0.0009362440894785036, 'dropout_rate': 0.13022467547961555, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 507: Value=0.004858545558927269, Params={'hidden_dim': 55, 'num_layers': 3, 'learning_rate': 0.00031880188372227457, 'weight_decay': 0.0008733439241829968, 'dropout_rate': 0.14489815781342194, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 508: Value=0.010384566655594703, Params={'hidden_dim': 59, 'num_layers': 2, 'learning_rate': 0.00036942884691243194, 'weight_decay': 0.0012014305756359214, 'dropout_rate': 0.18948377018108586, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 509: Value=0.004801506961102312, Params={'hidden_dim': 46, 'num_layers': 3, 'learning_rate': 0.00042859536462331834, 'weight_decay': 0.0006938948403282542, 'dropout_rate': 0.1384072808493552, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 510: Value=0.0063940333889938574, Params={'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.00032269996306117364, 'weight_decay': 0.000776112907598735, 'dropout_rate': 0.1231110713620276, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 511: Value=0.005204851341292141, Params={'hidden_dim': 55, 'num_layers': 5, 'learning_rate': 0.00029047927410402605, 'weight_decay': 1.6723858892261098e-05, 'dropout_rate': 0.12971138205858768, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 512: Value=0.005090827505487694, Params={'hidden_dim': 50, 'num_layers': 4, 'learning_rate': 0.000364594149656939, 'weight_decay': 0.0010676533104145558, 'dropout_rate': 0.10965398892318287, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 513: Value=0.004690661337924493, Params={'hidden_dim': 62, 'num_layers': 3, 'learning_rate': 0.0002544907352997694, 'weight_decay': 0.0006554115714725658, 'dropout_rate': 0.14774568801827215, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 514: Value=0.040762386064368016, Params={'hidden_dim': 57, 'num_layers': 3, 'learning_rate': 0.00027317976480261693, 'weight_decay': 0.0007643442623135469, 'dropout_rate': 0.15552857738612566, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 515: Value=0.02958231727753589, Params={'hidden_dim': 61, 'num_layers': 3, 'learning_rate': 7.462743650659091e-05, 'weight_decay': 0.0006563784840107792, 'dropout_rate': 0.15469106074911876, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 516: Value=0.0060762758488811935, Params={'hidden_dim': 52, 'num_layers': 3, 'learning_rate': 0.00030822742930672467, 'weight_decay': 0.0017724558847576238, 'dropout_rate': 0.14372606464056623, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 517: Value=0.005076206454199715, Params={'hidden_dim': 61, 'num_layers': 4, 'learning_rate': 0.0002485377404288141, 'weight_decay': 0.0009233126177218464, 'dropout_rate': 0.1643370501973309, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 518: Value=0.005682269428579797, Params={'hidden_dim': 54, 'num_layers': 4, 'learning_rate': 0.00026181672875688486, 'weight_decay': 0.00012351216357428348, 'dropout_rate': 0.14682295237492898, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 519: Value=0.005832156728028515, Params={'hidden_dim': 63, 'num_layers': 3, 'learning_rate': 0.0005519224343809285, 'weight_decay': 0.0005405050375305933, 'dropout_rate': 0.14641758839304267, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 520: Value=0.005399730117188726, Params={'hidden_dim': 56, 'num_layers': 4, 'learning_rate': 0.0003091023466347044, 'weight_decay': 0.0014228229943097402, 'dropout_rate': 0.1360557689467721, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 521: Value=0.004735492143671454, Params={'hidden_dim': 47, 'num_layers': 3, 'learning_rate': 0.00034847824067183505, 'weight_decay': 0.0005678273924703271, 'dropout_rate': 0.15409401617126306, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 522: Value=0.005000523625147156, Params={'hidden_dim': 65, 'num_layers': 3, 'learning_rate': 0.0004208372602105264, 'weight_decay': 0.0009200983771057157, 'dropout_rate': 0.1403461846609588, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
Trial 523: Value=0.004739246317433864, Params={'hidden_dim': 57, 'num_layers': 3, 'learning_rate': 0.00023427251601170133, 'weight_decay': 0.0006935601776573022, 'dropout_rate': 0.13103297478575782, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 524: Value=0.005743695376177287, Params={'hidden_dim': 51, 'num_layers': 4, 'learning_rate': 0.0002558660160116501, 'weight_decay': 0.0005181322139750809, 'dropout_rate': 0.17798021314299053, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 525: Value=0.0047996072724041635, Params={'hidden_dim': 62, 'num_layers': 3, 'learning_rate': 0.0003043305701083328, 'weight_decay': 0.0004658298268429052, 'dropout_rate': 0.13884395912503608, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 526: Value=0.004836901880449955, Params={'hidden_dim': 113, 'num_layers': 3, 'learning_rate': 0.00027783894047900043, 'weight_decay': 0.00030628661416922856, 'dropout_rate': 0.14875508614461586, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 527: Value=0.004761778675767073, Params={'hidden_dim': 59, 'num_layers': 4, 'learning_rate': 0.0003763829843527796, 'weight_decay': 0.0001448320218936203, 'dropout_rate': 0.22213822708785794, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 528: Value=0.009801312263291105, Params={'hidden_dim': 65, 'num_layers': 10, 'learning_rate': 0.00022545934206667998, 'weight_decay': 0.001102592706174334, 'dropout_rate': 0.10919320771266738, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 529: Value=0.004976440026488634, Params={'hidden_dim': 54, 'num_layers': 5, 'learning_rate': 0.00023789019578744224, 'weight_decay': 0.0006571542662471718, 'dropout_rate': 0.1301326441180277, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 530: Value=0.005633749652739565, Params={'hidden_dim': 60, 'num_layers': 3, 'learning_rate': 0.0003316578212506863, 'weight_decay': 0.002530342583720298, 'dropout_rate': 0.16011499474978133, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 531: Value=0.0053682754004237805, Params={'hidden_dim': 65, 'num_layers': 2, 'learning_rate': 0.00027077118063580113, 'weight_decay': 0.00020319022357561867, 'dropout_rate': 0.11730425132167986, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 532: Value=0.004828520803330892, Params={'hidden_dim': 50, 'num_layers': 3, 'learning_rate': 0.00022183754681412424, 'weight_decay': 0.0003631110885955511, 'dropout_rate': 0.12599427110384123, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 533: Value=0.005021606575512313, Params={'hidden_dim': 57, 'num_layers': 4, 'learning_rate': 0.00019592338852959153, 'weight_decay': 0.0007518202099187105, 'dropout_rate': 0.32283086232580854, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 534: Value=0.039441264598607514, Params={'hidden_dim': 14, 'num_layers': 3, 'learning_rate': 0.00013414781064277457, 'weight_decay': 0.000264580389344445, 'dropout_rate': 0.13883222573286585, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 535: Value=0.004839554403531506, Params={'hidden_dim': 53, 'num_layers': 2, 'learning_rate': 0.0002946001459880888, 'weight_decay': 9.942512355943488e-05, 'dropout_rate': 0.1153174071821559, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 536: Value=0.004774205470434574, Params={'hidden_dim': 43, 'num_layers': 3, 'learning_rate': 0.0004565470068088817, 'weight_decay': 0.0004886447794721073, 'dropout_rate': 0.10828750822116956, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 537: Value=0.025084941166207658, Params={'hidden_dim': 66, 'num_layers': 2, 'learning_rate': 0.00021572151914877786, 'weight_decay': 0.000859704232111307, 'dropout_rate': 0.12416361527939294, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 538: Value=0.0048766365798008455, Params={'hidden_dim': 21, 'num_layers': 3, 'learning_rate': 0.00025498849883509415, 'weight_decay': 0.0004412749550742531, 'dropout_rate': 0.14668922234084703, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 539: Value=0.0046479383626379005, Params={'hidden_dim': 61, 'num_layers': 2, 'learning_rate': 0.00015751286870429104, 'weight_decay': 0.0005971416723386868, 'dropout_rate': 0.16776147322106666, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 540: Value=0.03103190124958996, Params={'hidden_dim': 62, 'num_layers': 2, 'learning_rate': 0.00012598423317000993, 'weight_decay': 0.00031060173294251406, 'dropout_rate': 0.20603376812754937, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 541: Value=0.006406022316410717, Params={'hidden_dim': 27, 'num_layers': 2, 'learning_rate': 0.0001574457198487223, 'weight_decay': 0.0005524006572036357, 'dropout_rate': 0.17058548896559972, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 542: Value=0.04926623901147703, Params={'hidden_dim': 74, 'num_layers': 2, 'learning_rate': 0.00010553655073184865, 'weight_decay': 0.0003858007041593097, 'dropout_rate': 0.18234360941346883, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 543: Value=0.038968708852866824, Params={'hidden_dim': 69, 'num_layers': 2, 'learning_rate': 0.000158022035317466, 'weight_decay': 0.00023581883549589775, 'dropout_rate': 0.16274630327822798, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 544: Value=0.04512405417299977, Params={'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.000128029515835431, 'weight_decay': 0.00016280408253593716, 'dropout_rate': 0.493584954255658, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 545: Value=0.027039295628887915, Params={'hidden_dim': 66, 'num_layers': 2, 'learning_rate': 0.00016572211316197557, 'weight_decay': 0.000508851700015182, 'dropout_rate': 0.16594245765281176, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 546: Value=0.04832281402069669, Params={'hidden_dim': 72, 'num_layers': 2, 'learning_rate': 0.00014157852413867398, 'weight_decay': 0.0003558829183657477, 'dropout_rate': 0.2912975975587589, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 547: Value=0.0363109718658085, Params={'hidden_dim': 63, 'num_layers': 2, 'learning_rate': 0.0001903405779357005, 'weight_decay': 2.6300922972948977e-05, 'dropout_rate': 0.15448593344553804, 'optimizer': 'RMSprop', 'activation_function': 'relu'}
Trial 548: Value=0.00494439491845675, Params={'hidden_dim': 58, 'num_layers': 6, 'learning_rate': 0.00017995952474568895, 'weight_decay': 4.301950454483974e-05, 'dropout_rate': 0.17216350193755803, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 549: Value=0.004903520680872256, Params={'hidden_dim': 69, 'num_layers': 3, 'learning_rate': 8.942874302223949e-05, 'weight_decay': 0.0006045939844780006, 'dropout_rate': 0.1516760581418089, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 550: Value=0.004749958646727095, Params={'hidden_dim': 62, 'num_layers': 4, 'learning_rate': 0.00019766127644681272, 'weight_decay': 0.00026434615928743545, 'dropout_rate': 0.14165054714683833, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 551: Value=0.041082571808529485, Params={'hidden_dim': 54, 'num_layers': 2, 'learning_rate': 0.00011604700326000686, 'weight_decay': 3.777545193071234e-06, 'dropout_rate': 0.18792649275948106, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 552: Value=0.005925475487227023, Params={'hidden_dim': 7, 'num_layers': 3, 'learning_rate': 0.00016138294077578064, 'weight_decay': 0.0012181647956724562, 'dropout_rate': 0.46178248023596874, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 553: Value=0.004702252252711748, Params={'hidden_dim': 80, 'num_layers': 3, 'learning_rate': 0.0001455836213594104, 'weight_decay': 0.00044887319369359786, 'dropout_rate': 0.13511041063561513, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 554: Value=0.004696096881983066, Params={'hidden_dim': 87, 'num_layers': 4, 'learning_rate': 0.0001438887112223646, 'weight_decay': 0.0003524387302938561, 'dropout_rate': 0.15833420014469712, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 555: Value=0.004897508762946454, Params={'hidden_dim': 91, 'num_layers': 5, 'learning_rate': 0.0001281957320266544, 'weight_decay': 0.00019726695347110603, 'dropout_rate': 0.17666199162851157, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 556: Value=0.012817123433050756, Params={'hidden_dim': 103, 'num_layers': 4, 'learning_rate': 9.723571100631567e-05, 'weight_decay': 0.0003146794380450286, 'dropout_rate': 0.1649346478302106, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 557: Value=0.012482882372874237, Params={'hidden_dim': 99, 'num_layers': 4, 'learning_rate': 0.00010924662090103407, 'weight_decay': 0.0002862516078482551, 'dropout_rate': 0.13573654684967706, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 558: Value=0.004741609583966852, Params={'hidden_dim': 83, 'num_layers': 4, 'learning_rate': 0.00014386932419996405, 'weight_decay': 0.00041948541714501334, 'dropout_rate': 0.16193849516613187, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 559: Value=0.021849667013051983, Params={'hidden_dim': 91, 'num_layers': 5, 'learning_rate': 0.00011911779874114184, 'weight_decay': 2.9092428746772136e-08, 'dropout_rate': 0.16918723571818733, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 560: Value=0.004711402076917343, Params={'hidden_dim': 86, 'num_layers': 4, 'learning_rate': 0.00014094166609725274, 'weight_decay': 0.00022176326132728426, 'dropout_rate': 0.15534717584173252, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 561: Value=0.017210394601008355, Params={'hidden_dim': 89, 'num_layers': 4, 'learning_rate': 0.00013745528649957334, 'weight_decay': 7.083115507958398e-07, 'dropout_rate': 0.15395300630830744, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 562: Value=0.004791294273613058, Params={'hidden_dim': 97, 'num_layers': 4, 'learning_rate': 0.00015147839770092368, 'weight_decay': 0.0003585964556243884, 'dropout_rate': 0.1486249772975252, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 563: Value=0.02815321387412736, Params={'hidden_dim': 86, 'num_layers': 4, 'learning_rate': 0.00011301286214011278, 'weight_decay': 0.00014840836093233046, 'dropout_rate': 0.14235011794404565, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 564: Value=0.007562931450142131, Params={'hidden_dim': 79, 'num_layers': 5, 'learning_rate': 0.00014844224632000903, 'weight_decay': 0.0004747362217914052, 'dropout_rate': 0.1579322858942379, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 565: Value=0.0059039963751814474, Params={'hidden_dim': 76, 'num_layers': 3, 'learning_rate': 0.00016272064635810903, 'weight_decay': 0.0002462020436433514, 'dropout_rate': 0.13345434289412741, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 566: Value=0.030447479722558565, Params={'hidden_dim': 83, 'num_layers': 3, 'learning_rate': 0.0001245186576733204, 'weight_decay': 0.000336688166422672, 'dropout_rate': 0.10002187948588594, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 567: Value=0.004683352138028974, Params={'hidden_dim': 78, 'num_layers': 3, 'learning_rate': 0.00018148219688676143, 'weight_decay': 0.0005330898826604594, 'dropout_rate': 0.14504324424246107, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 568: Value=0.004762749315922451, Params={'hidden_dim': 80, 'num_layers': 3, 'learning_rate': 0.00017313013615506296, 'weight_decay': 0.0006244449563824008, 'dropout_rate': 0.15638115188040488, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 569: Value=0.004685588164175047, Params={'hidden_dim': 80, 'num_layers': 4, 'learning_rate': 0.0001404680769928001, 'weight_decay': 0.0005230355139953795, 'dropout_rate': 0.16673662897995847, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
